,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,survey_response
173,1103,Ann,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,31/12/18,120,Clean,Very safe,Very satisfied,Value2
174,2053,George,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,31/12/18,90,Average,Somewhat safe,Neutral,Value2
175,2353,George,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,31/12/18,150,Clean,Very safe,Somewhat satsified,Value3
176,3048,Matt,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/18,215,Somewhat clean,Very safe,Somewhat satsified,Value2
177,2143,George,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,31/12/18,123,Clean,Very safe,Somewhat satsified,Value2
178,1113,Jennifer,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,120,Clean,Very safe,Very satisfied,Value2
180,1303,Matt,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,140,Clean,Very safe,Neutral,Value2
181,1261,George,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,31/12/18,195,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
182,9004,Matt,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,31/12/18,335,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
183,1913,Matt,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,215,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
184,3035,Sam,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,31/12/18,216,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
185,1542,Jennifer,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,31/12/18,105,Somewhat clean,Very safe,Somewhat satsified,Value2
186,2352,Ann,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,155,Clean,Very safe,Somewhat satsified,Value2
187,801,Matt,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,31/12/18,155,Clean,Very safe,Very satisfied,Value3
189,529,George,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,31/12/18,240,Somewhat dirty,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
191,3107,Sam,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,31/12/18,247,Clean,Very safe,Very satisfied,Value2
192,1785,Matt,Saturday,UNITED,RALEIGH-DURHAM,EAST US,    Medium,Gates 70-90,31/12/18,130,Average,Neutral,Neutral,Value2
193,202,Sam,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,85,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
194,883,Jennifer,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,145,Average,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
195,3142,Sam,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,31/12/18,45,Somewhat clean,Very safe,Somewhat satsified,Value3
196,3157,Matt,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 60-69,31/12/18,135,Somewhat clean,Very safe,Neutral,Value2
197,1894,Jennifer,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,235,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
198,458,George,Sunday,UNITED,DALLAS-FT. WORTH,Midwest US,Hub,Gates 60-69,31/12/18,250,Somewhat clean,Somewhat safe,Very satisfied,Value3
199,2020,George,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,31/12/18,105,Somewhat clean,Neutral,Neutral,Value3
200,312,George,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,31/12/18,182,Somewhat clean,Very safe,Very satisfied,Value2
201,2903,Jennifer,Friday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,31/12/18,195,Clean,Very safe,Very satisfied,Value2
202,2108,Matt,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,119,Somewhat clean,Very safe,Somewhat satsified,Value3
203,339,Ann,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,31/12/18,180,Average,Neutral,Neutral,Value3
204,2938,Ann,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,31/12/18,135,Average,Neutral,Neutral,Value2
205,1396,Sam,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,31/12/18,295,Somewhat clean,Very safe,Neutral,Value2
206,1843,George,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,31/12/18,55,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
207,3038,Jennifer,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,31/12/18,362,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
208,1482,Matt,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,1/1/18,179,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
209,2670,George,Tuesday,SOUTHWEST,DENVER,West US,Hub     ,Gates 20-39,31/12/18,260,Average,Very safe,Somewhat satsified,Value2
211,756,Sam,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,31/12/18,125,Clean,Very safe,Somewhat satsified,Value3
212,2128,George,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,31/12/18,243,Clean,Very safe,Somewhat satsified,Value3
213,1514,Jennifer,Wednesday,INTERJET,GUADALAJARA,Canada/Mexico,Medium     ,Gates 1-12,31/12/18,105,Somewhat clean,Very safe,Somewhat satsified,Value3
215,2481,George,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,89,Average,Somewhat safe,Neutral,Value3
217,1150,Ann,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,31/12/18,50,Clean,Very safe,Very satisfied,Value3
218,1105,Jennifer,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,31/12/18,105,Somewhat clean,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
219,2945,Jennifer,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,31/12/18,65,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
220,261,George,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,115,Clean,Very safe,Somewhat satsified,Value3
221,819,Ann,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,31/12/18,80,Somewhat clean,Neutral,Neutral,Value2
223,2924,Matt,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,31/12/18,205,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
224,2245,Ann,Thursday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,31/12/18,140,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
225,238,Jennifer,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,115,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
226,1077,Ann,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,31/12/18,385,Somewhat clean,Somewhat safe,Neutral,Value2
227,3176,Ann,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,120,Somewhat clean,Very safe,Somewhat satsified,Value2
228,1798,Matt,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,31/12/18,175,Average,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
229,1737,George,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,420,Somewhat clean,Somewhat safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
230,3264,Ann,Tuesday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,31/12/18,390,Somewhat clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
231,2663,Jennifer,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,152,Clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
232,1321,Matt,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,31/12/18,276,Somewhat clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
233,2377,Matt,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,31/12/18,250,Average,Neutral,Somewhat satsified,Value2
234,3024,Sam,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,105,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
235,713,Sam,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,185,Clean,Very safe,Somewhat satsified,Value3
236,2385,Ann,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub     ,Gates 91-102,31/12/18,515,Somewhat clean,Very safe,Somewhat satsified,Value3
237,1732,Matt,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,100,Somewhat clean,Neutral,Somewhat satsified,Value3
238,2878,Ann,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,31/12/18,180,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
239,1607,Jennifer,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,eur,    Hub,Gates 1-12,31/12/18,200,Somewhat clean,Very safe,Neutral,Value2
240,2562,Ann,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,165,Clean,Very safe,Somewhat satsified,Value3
241,2682,Jennifer,Friday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,31/12/18,105,Somewhat clean,Somewhat safe,Neutral,Value2
242,1771,Ann,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,31/12/18,115,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
243,3265,George,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,31/12/18,82,Clean,Somewhat safe,Somewhat satsified,Value2
244,2937,Sam,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,31/12/18,225,Average,Somewhat safe,Neutral,Value3
245,2550,Sam,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,    Hub,Gates 60-69,31/12/18,300,Clean,Very safe,Very satisfied,Value2
246,810,George,Sunday,ALASKA,BALTIMORE,EAST US,    Medium,Gates 50-59,31/12/18,170,Clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
248,664,Jennifer,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,31/12/18,120,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
249,2894,Sam,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,31/12/18,125,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
250,2703,Ann,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub     ,Gates 60-69,31/12/18,150,Clean,Very safe,Somewhat satsified,Value3
251,2364,George,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,31/12/18,105,Somewhat clean,Very safe,Somewhat satsified,Value2
252,1038,Jennifer,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,31/12/18,125,Somewhat clean,Somewhat safe,Neutral,Value3
253,3030,Ann,Tuesday,UNITED,PORTLAND,West US,Medium,Gates 70-90,31/12/18,150,Somewhat clean,Somewhat safe,Very satisfied,Value2
254,1438,Ann,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,31/12/18,130,Somewhat clean,Very safe,Somewhat satsified,Value2
255,1634,Matt,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,31/12/18,120,Average,Neutral,Somewhat satsified,Value2
256,2142,Sam,Wednesday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,31/12/18,125,Somewhat clean,Somewhat safe,Neutral,Value3
257,3198,Jennifer,Tuesday,UNITED,ONTARIO (CALIF),West US,Small     ,Gates 70-90,31/12/18,1365,Average,Somewhat safe,Somewhat unsatisfied,Value2
259,2658,Matt,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,31/12/18,155,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
260,282,Jennifer,Thursday,UNITED,BALTIMORE,East US,Medium,Gates 70-90,31/12/18,224,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
261,100,George,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,31/12/18,120,Somewhat clean,Very safe,Somewhat satsified,Value3
263,3243,George,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,31/12/18,125,Clean,Very safe,Somewhat satsified,Value3
265,1646,George,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,350,Somewhat clean,Very safe,Neutral,Value3
267,662,George,Thursday,UNITED,NEWARK,EAST US,    Hub,Gates 70-90,31/12/18,225,Clean,Very safe,Very satisfied,Value3
269,622,Matt,Thursday,ALASKA,NEWARK,East US,Hub,Gates 50-59,31/12/18,110,Somewhat clean,Very safe,Neutral,Value2
270,2132,Matt,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,31/12/18,183,Average,Very safe,Somewhat satsified,Value3
271,2395,Sam,Wednesday,UNITED INTL,BEIJING,Asia,Hub,Gates 91-102,31/12/18,180,Somewhat clean,Somewhat safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
272,2126,Matt,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,31/12/18,190,Clean,Very safe,Somewhat satsified,Value2
273,325,Sam,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,31/12/18,55,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
274,2531,George,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,31/12/18,130,Somewhat clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
275,3210,Sam,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,160,Somewhat clean,Very safe,Very satisfied,Value2
276,1816,Ann,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,215,Average,Somewhat safe,Somewhat satsified,Value3
278,2852,George,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,31/12/18,607,Somewhat clean,Very safe,Neutral,Value2
279,3063,Matt,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/18,215,Clean,Very safe,Somewhat satsified,Value3
280,1923,George,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,185,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
281,2785,George,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,31/12/18,195,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
282,415,Ann,Saturday,UNITED,PHOENIX,West US,Hub,Gates 70-90,31/12/18,55,Somewhat clean,Very safe,Very satisfied,Value2
283,419,Ann,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium     ,Gates 60-69,31/12/18,173,Somewhat clean,Very safe,Somewhat satsified,Value2
284,1669,Sam,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,31/12/18,195,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
285,420,Matt,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,31/12/18,158,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
289,2473,Ann,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,31/12/18,231,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
290,1769,Sam,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,31/12/18,95,Somewhat clean,Very safe,Somewhat satsified,Value3
291,2122,George,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,31/12/18,125,Average,Neutral,Neutral,Value2
292,2921,Matt,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,31/12/18,235,Clean,Very safe,Very satisfied,Value3
293,1180,Ann,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,31/12/18,55,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
294,836,Jennifer,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,155,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
295,2899,Matt,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,31/12/18,105,Clean,Very safe,Very satisfied,Value3
296,659,George,Thursday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,31/12/18,135,Somewhat clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
297,2240,Matt,Thursday,SOUTHWEST,PHOENIX,West US,Hub     ,Gates 20-39,31/12/18,110,Average,Somewhat safe,Somewhat satsified,Value2
298,323,George,Thursday,UNITED,BURBANK,West US,    Small,Gates 70-90,31/12/18,250,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
299,506,Sam,Sunday,ALASKA,PORTLAND,West US,    Medium,Gates 50-59,31/12/18,148,Average,Somewhat safe,Somewhat unsatisfied,Value3
300,2864,George,Tuesday,UNITED,SEATTLE,West US,Hub,Gates 70-90,31/12/18,148,Somewhat clean,Somewhat safe,Neutral,Value2
302,2654,Jennifer,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub     ,Gates 1-12,31/12/18,230,Clean,Very safe,Somewhat satsified,Value3
303,2662,Sam,Friday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 60-69,31/12/18,105,Clean,Neutral,Somewhat satsified,Value3
304,430,George,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,31/12/18,173,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
305,1281,George,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,31/12/18,150,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
306,2966,Jennifer,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,31/12/18,105,Clean,Very safe,Somewhat satsified,Value3
307,1968,Jennifer,Friday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,140,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
309,3249,Sam,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,31/12/18,185,Clean,Very safe,Very satisfied,Value3
310,2941,George,Friday,TURKISH AIRLINES,ISTANBUL,middle east,    Hub,Gates 91-102,31/12/18,195,Somewhat clean,Somewhat safe,Neutral,Value3
311,2810,Jennifer,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,100,Somewhat clean,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
313,2613,Jennifer,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,100,Somewhat clean,Somewhat safe,Neutral,Value2
314,1914,Ann,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,31/12/18,185,Somewhat clean,Very safe,Somewhat satsified,Value3
315,194,Sam,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,190,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
